plant,genotype,treatment,start,flat,rep,epi,,int1,,int2,,int3,,pet1,,pet2,,pet3,,pet4,
346,1E3,shade,6,3,2,55.65,6/6/15 0:38,53.97,6/6/15 0:39,79.42,6/6/15 0:39,59.57,6/6/15 0:39,60.35,6/6/15 0:39,68,6/6/15 0:39,103.2,6/6/15 0:40,49.08,6/6/15 0:41
301,MM,shade,6,3,2,40.07,6/6/15 0:42,84.61,6/6/15 0:42,64.95,6/6/15 0:42,29.62,6/6/15 0:42,51.44,6/6/15 0:43,76.03,6/6/15 0:43,68.51,6/6/15 0:43,26.49,6/6/15 0:44
335,2E3,shade,6,3,2,53.13,6/6/15 0:45,65.16,6/6/15 0:45,100.55,6/6/15 0:45,61.11,6/6/15 0:45,72.6,6/6/15 0:46,85.58,6/6/15 0:46,82.87,6/6/15 0:46,73.28,6/6/15 0:46
331,1E7,shade,6,3,2,48.05,6/6/15 0:47,85.92,6/6/15 0:47,110.18,6/6/15 0:47,54.97,6/6/15 0:48,57.98,6/6/15 0:48,94.35,6/6/15 0:48,93.84,6/6/15 0:48,75.98,6/6/15 0:49
302,MM,shade,6,4,2,50.72,6/6/15 0:55,100.18,6/6/15 0:55,61.44,6/6/15 0:56,17.29,6/6/15 0:56,69.39,6/6/15 0:56,71.47,6/6/15 0:56,58.73,6/6/15 0:57,19.57,6/6/15 0:57
341,2E7,shade,6,4,2,59.9,6/6/15 0:59,90.69,6/6/15 0:59,124.1,6/6/15 0:59,68.33,6/6/15 13:00,72.63,6/6/15 13:00,85.08,6/6/15 13:00,97.96,6/6/15 13:00,57.92,6/6/15 13:01
251,TR7,shade,6,4,2,43.17,6/6/15 13:02,67.34,6/6/15 13:02,80.96,6/6/15 13:02,86.64,6/6/15 13:03,44.5,6/6/15 13:03,70.96,6/6/15 13:03,91.94,6/6/15 13:03,72.16,6/6/15 13:04
317,E7,shade,6,4,2,63.25,6/6/15 13:10,80.2,6/6/15 13:10,88.15,6/6/15 13:10,66.46,6/6/15 13:10,86.64,6/6/15 13:10,96.35,6/6/15 13:11,109.84,6/6/15 13:11,47.59,6/6/15 13:11
360,QD7,shade,6,4,2,87.59,6/6/15 13:15,34.49,6/6/15 13:16,1.67,6/6/15 13:16,0,6/6/15 13:16,25.09,6/6/15 13:16,19.95,6/6/15 13:16,2.5,6/6/15 13:16,0,6/6/15 13:17
309,B1,shade,6,4,2,60.49,6/6/15 13:21,80.04,6/6/15 13:21,123.97,6/6/15 13:21,71.14,6/6/15 13:21,58.89,6/6/15 13:22,74.6,6/6/15 13:22,83.97,6/6/15 13:22,44.6,6/6/15 13:22
324,1E3,shade,6,5,2,56.05,6/6/15 13:28,85.74,6/6/15 13:28,113.7,6/6/15 13:28,118.06,6/6/15 13:29,60.05,6/6/15 13:29,81.47,6/6/15 13:29,105.34,6/6/15 13:30,41.91,6/6/15 13:30
342,2E7,shade,6,5,2,68.5,6/6/15 13:34,86.6,6/6/15 13:34,98.75,6/6/15 13:34,63.84,6/6/15 13:34,62.1,6/6/15 13:35,116.16,6/6/15 13:35,94.45,6/6/15 13:35,44.6,6/6/15 13:35
330,1E7,shade,6,5,2,75.01,6/6/15 13:36,67.82,6/6/15 13:37,55.79,6/6/15 13:37,49.75,6/6/15 13:37,67.2,6/6/15 13:37,76.6,6/6/15 13:37,87.36,6/6/15 13:38,49.08,6/6/15 13:38
349,TR7,shade,6,5,2,44.97,6/6/15 13:41,57.66,6/6/15 13:41,87.04,6/6/15 13:41,46.38,6/6/15 13:41,61.49,6/6/15 13:42,82.77,6/6/15 13:43,88.62,6/6/15 13:43,44.42,6/6/15 13:43
308,B1,shade,6,5,2,62.82,6/6/15 13:44,80.14,6/6/15 13:44,82.02,6/6/15 13:44,45.04,6/6/15 13:45,43.09,6/6/15 13:45,61.59,6/6/15 13:45,71.5,6/6/15 13:45,33.28,6/6/15 13:46
306,A,shade,6,5,2,53.03,6/6/15 13:46,79.7,6/6/15 13:46,58.7,6/6/15 13:47,42.77,6/6/15 13:47,66.68,6/6/15 13:47,96.63,6/6/15 13:47,93.03,6/6/15 13:47,39.16,6/6/15 13:48
304,A,shade,6,6,2,62.47,6/6/15 13:53,68.8,6/6/15 13:53,79.32,6/6/15 13:53,36.93,6/6/15 13:53,63.67,6/6/15 13:53,77.67,6/6/15 13:54,57.19,6/6/15 13:54,38.22,6/6/15 13:54
327,1E3,shade,6,6,2,49.52,6/6/15 13:55,81.55,6/6/15 13:55,102.81,6/6/15 13:55,85.19,6/6/15 13:56,57.64,6/6/15 13:56,106.03,6/6/15 13:56,92.64,6/6/15 13:56,80.25,6/6/15 13:57
322,B12,shade,6,6,2,70.64,6/6/15 13:58,85.02,6/6/15 13:58,108.22,6/6/15 13:58,66.73,6/6/15 13:59,47.17,6/6/15 13:59,65.47,6/6/15 13:59,67.79,6/6/15 13:59,60.83,6/6/15 13:59
319,E7,shade,6,6,2,45.29,6/6/15 14:00,71.72,6/6/15 14:00,78.86,6/6/15 14:00,47.95,6/6/15 14:01,62.89,6/6/15 14:01,95.55,6/6/15 14:01,99.3,6/6/15 14:02,55.68,6/6/15 14:02
303,MM,shade,6,6,2,51.93,6/6/15 14:04,107.33,6/6/15 14:05,110.4,6/6/15 14:05,56.74,6/6/15 14:05,68.59,6/6/15 14:06,94.09,6/6/15 14:06,83.98,6/6/15 14:06,41.8,6/6/15 14:06
307,B1,shade,6,6,2,77.82,6/6/15 14:07,81.04,6/6/15 14:07,97.61,6/6/15 14:07,47.31,6/6/15 14:07,39.31,6/6/15 14:08,64.58,6/6/15 14:08,76.69,6/6/15 14:08,65.44,6/6/15 14:08
